# 
# Study ERP023010: Nippostrongylus brasiliensis Genome & Transcriptome sequencing and assembly
# See Chandler .. Eccles, 2017: https://www.ncbi.nlm.nih.gov/pubmed/28491281, Eccles .. Ewbank, 2018: https://www.ncbi.nlm.nih.gov/pubmed/29325570
# Reads aligned with TopHat2 and quantified with HTSeq, by RNASeq-er: https://www.ebi.ac.uk/fg/rnaseq/api
# 
# Values are transcripts per million units (TPMs) per gene for each run
gene_id	ERR2023649	ERR2023650	ERR2023651	ERR2023646	ERR2023647	ERR2023648	ERR2023652	ERR2023653	ERR2023654
NBR_0000618701	20.52	20.18	20.45	16.4	15.45	16.01	22.65	19.07	18.78
NBR_0000618801	24.51	28.85	28.02	36.71	38.61	37.32	31.23	34.45	32.29
NBR_0000618901	0.65	0.49	0.47	0.36	0.2	0.17	0.79	0.5	0.32
NBR_0000619001	0.6	0.57	0.73	0.19	0.66	0.49	0.39	0.81	0.74
NBR_0000619101	60	58.88	53.98	85.31	102.48	94.09	55.99	57.94	48.35
NBR_0000619201	22.31	25.08	24.5	21.95	20.15	20.41	27.69	26.89	28.86
NBR_0000619301	8.8	9.5	10.39	8.94	8.65	9.3	13.49	11.35	11.67
NBR_0000619401	40.37	45.93	42.14	170.45	170.3	173.92	36.12	36.94	38.81
NBR_0000619501	8.77	11.19	11.57	7.17	5.15	6.71	13.44	13.39	12.99
NBR_0000619601	22.96	24.44	20.93	12.04	11.84	13.15	22.28	18.7	19.37
NBR_0000619701	3.6	4.65	5.48	1.27	1.13	1.75	4.31	4.6	5.51
NBR_0000619801	8.58	9.78	8.1	7.1	7.87	10.4	10.09	7.97	7.54
NBR_0000619901	6.45	5.04	4.75	1.51	2.79	1.99	3.62	5.11	3.72
NBR_0000620001	4.71	3.83	3.96	6.64	8.9	7.9	4.69	4.24	4.91
NBR_0000620101	12.31	12.67	13.89	89.77	87.54	93.76	12.4	12.2	11.87
NBR_0000620201	4.59	6.61	6.44	18.74	20.75	20.57	5.35	4.13	3.29
NBR_0000620301	1.71	2.26	2.17	23.23	23.99	26.58	1.28	1.54	1.05
NBR_0000620401	3.09	2.85	5.9	10.98	10.51	11.03	3.24	3.2	3.27
NBR_0000620501	3.37	3.73	3.21	1.07	1.17	1.45	6.22	3.24	4.46
NBR_0000620601	30.86	23.23	29.75	22.93	20.31	20.7	36.17	31.53	25.9
NBR_0000620701	1.87	3.07	2.56	2.19	2.22	2.67	0.82	0.92	1.09
NBR_0000620801	22.95	19.56	28.09	18.34	20.36	18.15	20.62	22.99	19.37
NBR_0000620901	51.64	34.95	46.43	22.12	25	25.1	68.63	63.59	77.54
NBR_0000621001	15.56	16.08	16.43	21.67	20.05	19.62	18.36	14.98	17.47
NBR_0000621101	0.22	0.64	1.42	0.82	0.21	0.22	1.29	0.6	0.41
NBR_0000621201	64.24	78.51	77.71	65.74	66.99	70.09	59.09	61.55	55.56
NBR_0000621301	11.14	10.8	12.09	6.73	5.52	6.17	17.02	17.52	17.27
NBR_0000621401	36.76	42.02	41.31	32.65	35.62	38.78	58.01	63.32	62.89
NBR_0000621501	19.28	23.7	22.18	31.91	34.12	35.5	18.88	20.97	20.85
NBR_0000621601	1.69	1.15	1.32	1.78	1.81	1.66	1.63	0.65	0.22
NBR_0000621701	113.77	114	107.51	114.77	108.38	113.47	105.64	100.35	92.53
NBR_0000621801	11.93	13.3	12.74	8.34	8.3	11.01	14.98	14.11	14.34
NBR_0000621901	3.03	3.35	4.92	14.73	17.41	16.1	5.01	3.98	3.26
NBR_0000622001	3.45	1.84	3.62	9.67	10.56	7.59	2.45	1.83	1.87
NBR_0000622101	408.4	450.52	454.35	1138.28	1027.29	1070.65	411.09	393.66	418
NBR_0000622201	118.31	101.36	103.94	104.68	103.67	104.67	114.37	113.62	111.84
NBR_0000622301	0.06	0	0.05	0.1	0.11	0.11	0.11	0	0
NBR_0000622401	0	0	0	1.44	0.18	0.19	0	0.17	0
NBR_0000622501	7.54	8.44	14.72	24.42	28.25	23.61	5.28	5.11	3.9
NBR_0000622601	16.29	16.79	13.68	3.82	4.58	4.98	9.76	10.11	9.64
NBR_0000622701	45.72	47.98	47.36	32.82	38.04	40.5	46.77	55.15	54.58
NBR_0000622801	399.37	408.9	444.03	0.56	0.57	0.89	456.06	508.74	462.73
NBR_0000622901	12.37	13.82	13.93	7.62	7.33	8.02	18.56	17.72	17.2
NBR_0000623001	2.92	3.41	3.27	3.12	1.94	1.98	1.8	3.13	2.27
NBR_0000623101	0	0.19	0.18	0	0	0	0	0	0
NBR_0000623201	0.71	0.55	0.73	0.41	0.29	0.39	0.51	0.4	0.37
NBR_0000623301	24.16	19.43	20.34	41.25	37.57	42.75	15.45	17.81	23.07
NBR_0000623401	19.23	20.14	20.62	7.59	7.94	7.82	22.15	22.42	21.47
NBR_0000623501	39.06	38.11	38.79	29.66	32.51	32.7	37.54	39.51	41.46
NBR_0000623601	16.13	14.79	18.63	16.73	15.89	17.21	22.8	22	23.04
NBR_0000623701	22.26	26.39	25.84	16.23	15.82	16.53	27.44	29.73	23.19
NBR_0000623801	57.06	59.49	70.35	97.09	100.85	109.27	80	79.6	80.74
NBR_0000623901	22.16	20.79	23.35	2.51	2.62	2.11	16.11	15.5	12.81
NBR_0000624001	1.27	1.88	2.97	1.83	1.33	0.78	2.06	2.64	2.62
NBR_0000624101	5.71	6.22	8.02	13.55	10.54	8.86	9.78	8.4	11.17
NBR_0000624201	0	0	0	0	0.12	0	0	0	0
NBR_0000624301	19.74	19.26	17.99	34.74	28.61	27.29	18.35	19.02	14.95
NBR_0000624401	33.59	27.11	24.92	45.73	42.39	39.03	27.54	28.43	23.12
NBR_0000624501	58.16	63.37	62.83	93.49	72.71	77.38	57.08	63.79	77.9
NBR_0000624601	40.83	33.67	35	34.06	37.08	42.47	46.82	43.1	41.7
NBR_0000624701	133.58	108.02	107.08	159.83	168.36	163.98	146.49	146.03	156.12
NBR_0000624801	2.22	2.21	1.4	0.59	1.06	0.82	1.14	0.75	1.04
NBR_0000624901	0.28	0.16	0.36	0.31	0.47	0.33	0.27	0.3	0.05
NBR_0000625001	13.04	21.32	17.1	9.14	9.22	8.79	20.69	22.12	21.19
NBR_0000625101	0.19	1.06	0.85	1.2	0.87	0.91	0.54	1.33	0.68
NBR_0000625201	3.36	2.68	2.7	2.22	1.45	1.78	2.93	2.86	2.21
NBR_0000625301	0.03	0.06	0.03	0	0	0.03	0.03	0.03	0
NBR_0000625401	1.32	0.93	1.6	0.24	0.2	0.21	1.48	1.58	1.49
NBR_0000625501	0.4	0.38	0.18	0	0	0	0.19	0.36	0.55
NBR_0000625601	0	0	0.15	0	0	0	0.16	0	0
NBR_0000625701	44.13	38.49	32.75	4.92	5.02	5.27	24.09	27.71	23.97
NBR_0000625801	0.64	1.13	0.92	0.67	0.17	0.63	0.92	0.41	0.5
NBR_0000625901	1.14	1.06	0.87	0.58	0.38	0.43	0.68	0.93	0.77
NBR_0000626001	0	0	0	0	0.15	0.15	0	0	0.14
NBR_0000626101	0	0.16	0	0	0	0	0	0	0
NBR_0000626201	62.7	69.82	77.36	552.63	456.63	366.39	69.6	64.3	63.33
NBR_0000626301	13.67	17.2	13.84	21.43	28.35	21.12	15.05	15.16	15.95
NBR_0000626401	4.77	4.67	4.12	5.64	5.53	4.69	5.43	4.53	5.12
NBR_0000626501	33.42	40.37	39.67	14.97	15.21	15.03	48.35	47.83	46.16
NBR_0000626601	6.97	6.61	6.91	9.1	9.8	8.77	6.36	5.97	6.45
NBR_0000626701	0.6	0.14	0	0.55	0.14	0.73	0.14	0.4	0.14
NBR_0000626801	590.18	324.71	535.82	309.43	342.95	367.84	389.05	369.06	989.89
NBR_0000626901	9.07	8.01	11.61	30.46	33.98	30.79	7.52	7.62	7.46
NBR_0000627001	48.86	54.7	55.69	90.13	80.48	70.4	51.93	53.84	46.74
NBR_0000627101	0	0.16	0.47	0.16	0	0.17	0.33	0.16	0.16
NBR_0000627201	0.53	0.54	0.56	0.28	0.14	0.3	0.73	0.69	0.42
NBR_0000627301	1.21	0.9	1.84	0.99	1.01	0.53	0.65	0.36	0.87
NBR_0000627401	58.21	54.15	55.7	2.49	2.7	1.99	35.54	40.49	44.49
NBR_0000627501	18.1	22.44	18.78	0.65	0.76	0.97	18	21	17.03
NBR_0000627601	33.82	34.98	36.33	121.26	129.73	147.39	33.26	33.41	34.36
NBR_0000627701	2.11	1.15	0.83	0.42	0.14	0.44	1.45	0.95	1.11
NBR_0000627801	39.78	40.06	40.78	31.84	27.29	29.89	47.61	47.44	53.85
NBR_0000627901	89.02	94.01	179.41	47.34	60.09	54.63	375.47	475.18	531.01
NBR_0000628001	96.13	83.71	89.72	32.48	33.75	31.84	91.7	103.92	103.26
NBR_0000628101	2.48	2.08	3.53	5.86	4.08	4.29	5.92	6.87	8.48
NBR_0000628201	21.03	30.86	24.39	9	10.22	10.4	28.38	25.64	22.84
NBR_0000628301	43.88	37.45	33.68	112.83	128.43	135.43	37.82	39.88	39.91
NBR_0000628401	0.37	0.44	0.75	0.76	0.51	0.27	0.18	0.25	0.42
NBR_0000628501	212.9	229.78	216.8	37.67	42.63	38.2	164.96	186.62	171.88
NBR_0000628601	46.13	50.71	49.7	34.14	36.51	39.51	53.42	50.15	49.6
NBR_0000628701	0.59	0.56	0.68	0.14	0.35	0.29	0.28	0.2	0.2
NBR_0000628801	16.53	15.49	14.09	2.03	1.56	2.03	17.14	14.25	12.53
NBR_0000628901	12.9	10.62	12.9	2.73	3.52	3.3	8.16	13.18	11.99
NBR_0000629001	0	0.13	0.12	0.12	0	0.27	0	0	0
NBR_0000629101	44.54	46.89	41	40.04	45.21	47.02	49.88	47.47	47.8
NBR_0000629201	30.97	35.36	25.03	39.05	49.51	39.52	29.35	27.41	22.98
NBR_0000629301	13.13	18.09	15.92	21.51	21.89	17.66	18.21	15.42	10.79
NBR_0000629401	21.97	24.29	18.42	31.69	34.3	31.32	26.58	22.41	20.55
NBR_0000629501	0.67	0.24	0.47	0.28	0.29	0.75	0.49	0.46	0.61
NBR_0000629601	126.01	118.28	119.22	210.35	212.48	251.51	97.68	99.1	102.48
NBR_0000629701	11.52	11.16	13.41	7.73	6.92	5.81	8.44	8.06	10.05
NBR_0000629801	0	0	0	0	0	0.21	0	0	0
NBR_0000629901	1.18	0.62	1.91	2.06	2.94	2.44	1.51	1.18	0.72
NBR_0000630001	3.94	4.07	5.44	8.36	7.92	8.56	5.81	4.98	4.78
NBR_0000630101	0	0	0.6	0.15	0.15	0.48	0.16	0	0
NBR_0000630201	61.91	62.46	56.82	1.86	1.86	2.32	67.92	53.18	45.15
NBR_0000630301	148.87	184.99	216.32	18.41	20.8	27.28	236.61	224.96	217.59
NBR_0000630401	51.86	48.79	48.53	37.57	39.84	44.93	47.05	51.67	53.1
NBR_0000630501	23.83	29.29	29.1	18.07	19.25	20.53	33.92	31.54	27.84
NBR_0000630601	16.01	17.87	15.31	17.44	18.21	18.6	18.74	17.97	15.4
NBR_0000630701	0.21	0.27	0.13	0.33	0.2	0.14	0.14	0.39	0.46
NBR_0000630801	4.23	4.03	4.32	11.13	10.52	8.32	3.45	3.81	2.25
NBR_0000630901	5.75	6.42	7.43	11.17	12.44	12.27	2.67	6.07	3.65
NBR_0000631001	27.37	32.22	27.13	33.8	40.65	41.79	33.03	32.61	34.55
NBR_0000631101	0.19	0	0	0.18	0.18	0	0	0	0
NBR_0000631201	31.2	33.36	30.42	35.91	43.29	32.99	37.73	32.06	27.08
NBR_0000631301	0.33	0.18	0.35	0.18	0.21	0.33	0.69	0.52	0.38
NBR_0000631401	18.84	23	16.61	19.36	18.04	17.27	17.91	15.74	14.84
NBR_0000631501	17.77	22.78	21.07	10.21	12.13	10.76	23.25	24.53	22.26
NBR_0000631601	9.23	15.75	13.59	9.19	6.4	6.01	18.6	16.51	13.45
NBR_0000631701	21.95	22.55	22.38	21.81	22.64	25.6	32.09	28.36	29.36
NBR_0000631801	145.34	161.22	155.36	130.83	136.2	126.39	144.17	153.69	151.67
NBR_0000631901	3.04	3.98	2.78	3.75	1.9	2.49	3.54	3.88	3.5
NBR_0000632001	45.5	45.72	45.89	28.85	28.41	28.23	45.78	41.16	50.63
NBR_0000632101	180.08	173.79	179.95	79.4	71.97	70.42	156.1	185.7	191.23
NBR_0000632201	5.98	4.84	8.18	12.93	13.1	12.96	4.31	3.82	4.68
NBR_0000632301	0.13	0.08	0.51	0.71	0.56	0.58	0.12	0.34	0.39
NBR_0000632401	149.29	147.11	151.24	193.07	174.47	173.19	184.73	200.35	226.27
NBR_0000632501	2.03	1.22	2.15	6.43	5.92	6.21	2.37	1.83	1.87
NBR_0000632601	0	0	0.11	0	0	0	0	0	0
NBR_0000632701	0.56	0.8	0.66	0.69	0.61	0.8	0.94	0.83	0.66
NBR_0000632801	23.34	21.64	23.41	57.73	53.13	51.33	20.81	24.11	26.15
NBR_0000632901	104.54	121.15	117.42	211.97	197.62	185.26	112.87	111.71	112.55
NBR_0000633001	9.18	5.69	4.94	0.08	0.06	0.03	1.37	2.47	1.53
NBR_0000633101	0.21	0	0.1	0.1	0.2	0.31	0.21	0.1	0.1
NBR_0000633201	153.97	139.32	141.77	198.16	198.85	218.96	123.53	151.43	160.66
NBR_0000633301	83.27	64.8	82.43	482.02	415.46	358.12	77.84	94.85	92.24
NBR_0000633401	1.76	0.94	0.85	0.33	0.19	0.31	0.7	0.56	0.48
NBR_0000633501	4.7	4.4	4.23	6.41	10.76	10.73	5.29	7.03	7.58
NBR_0000633601	1.95	1.88	2.41	8.39	8.17	10.75	1.39	1.24	1.16
NBR_0000633701	0	0	0	0	0	0	0	0	0
NBR_0000633801	0.39	0	0.54	0.36	0.55	0.58	0.38	0.53	0
NBR_0000633901	0	0	0	0	0	0	0	0	0
NBR_0000634001	16.15	17.68	16.65	69.74	81.39	72.29	13.4	13.5	11.91
NBR_0000634101	15.94	24.28	30.8	13.74	15.56	16.69	17.07	18.35	15.5
NBR_0000634201	1.3	1.01	1.31	3	2.72	2.71	1.33	1.12	1.05
NBR_0000634301	0	0	0	0	0	0	0	0	0
NBR_0000634401	0.24	0.08	0.07	0.22	0	0.32	0.08	0.07	0.15
NBR_0000634501	63.05	67.89	58.49	57.05	55.22	49.59	71.38	65.71	63.06
NBR_0000634601	61.56	64.35	75.25	467.57	474.55	504.37	61.45	71.64	84.3
NBR_0000634701	64.13	91.66	88.89	114.86	105.75	105.1	91.25	86.21	84.37
NBR_0000634801	28.56	30.81	26.19	28.78	23.6	26.97	27.44	29.98	28.58
NBR_0000634901	0.69	0.42	0.4	0.75	0.53	0.31	0.24	0.45	0.35
NBR_0000635001	71.45	73.19	82.04	152.57	145.06	139.46	89.97	85.62	102.98
NBR_0000635101	8.76	10.13	9.72	19.27	25.78	25.01	10.05	10.51	7.48
NBR_0000635201	31.56	35.25	27.48	43.18	52.1	53.75	27.55	28.53	24.83
NBR_0000635301	23.14	21.88	21.96	16.92	16.26	19.7	20.13	21.34	20.92
NBR_0000635401	18.17	20.32	19.87	4.02	5.06	5.57	23.6	22.64	18.66
NBR_0000635501	22.59	25.81	19.27	32.02	30.51	30.35	30.77	29.62	30.4
NBR_0000635601	0.53	1.74	1.6	1.06	0.57	0.6	1.91	1.71	1.89
NBR_0000635701	4.28	6.29	3.55	2.51	2.37	3.25	6.18	6.3	2.86
NBR_0000635801	7.05	7.41	7.94	2.65	2.84	2.17	7.74	5.83	5.88
NBR_0000635901	21.33	20.87	21.55	13.16	13.38	15.52	20.88	20.95	21.32
NBR_0000636001	49.43	52.24	54.78	22.94	25.31	28.87	65.35	65.13	71.69
NBR_0000636101	1.01	0.75	1.25	2.53	2.97	2.69	0.97	1.04	0.93
NBR_0000636201	11.22	14.34	17.45	28.18	32.06	29.24	17.13	13.13	10.93
NBR_0000636301	45.45	46.55	41.32	144.65	126.97	130.56	28.39	22.81	24.74
NBR_0000636401	25.11	26.42	23.83	32.75	34.52	34.61	21.28	20.29	19.44
NBR_0000636501	25.99	24.4	25.41	20.91	17.7	23.42	25.69	26.02	23.16
NBR_0000636601	6.56	7.97	6.68	5.08	4.15	4.44	6.88	8.49	5.13
NBR_0000636701	15.46	19.65	16.86	13.06	15.66	14.72	15.14	18.58	13.21
NBR_0000636801	15.52	18.77	17.88	15.63	14.53	15.41	16.15	16.06	16.13
NBR_0000636901	11.14	12.46	12.67	0.28	0.38	0.4	17.56	24.26	21.86
NBR_0000637001	6.04	4.95	5.33	13.37	14.93	14.43	17.19	14.6	17.32
NBR_0000637101	0.29	0.31	0.43	0.53	0.47	0.25	0.21	0.19	0.17
NBR_0000637201	0.93	1.21	1.48	1.95	1.87	1.82	1.65	1.93	1.47
NBR_0000637301	25.37	26.03	26.96	19.96	23.38	24.32	27.36	28.19	25.26
NBR_0000637401	35.06	40.97	35.5	25.04	23.72	27.83	35.91	40.12	34.6
NBR_0000637501	0.63	0.79	0.19	0.19	0.78	1.02	0.6	0.19	0.77
NBR_0000637601	2.34	1.59	0.92	1.23	0.31	0.98	0.64	2.1	0.31
NBR_0000637701	10.88	8.76	11.49	7.22	7.15	8.45	18.3	19.59	18.53
NBR_0000637801	40.04	38.4	41.95	33.76	29.29	29.44	58.85	52.34	55.79
NBR_0000637901	88.78	98.99	106.14	88.51	82.64	88.5	124.21	114.17	134.12
NBR_0000638001	86.01	100.24	96.6	74.17	73.56	73.44	135.67	144.06	134.91
NBR_0000638101	34.6	33.69	34.96	58.49	57	57.99	38.28	39.67	38.57
NBR_0000638201	49.65	57.49	61.69	35.98	38.97	37.03	68.19	69.38	68.45
NBR_0000638301	21.02	22.28	22.32	12.92	12.5	13.84	23.16	23.12	23.21
NBR_0000638401	34.41	39.18	37.74	30.51	28.88	28.08	39.2	39.69	41.56
NBR_0000638501	19.69	20.64	24.31	89.04	97.08	96.92	18.17	17.2	16.35
NBR_0000638601	0	0	0	0	0	0	0.12	0.11	0
NBR_0000638701	0	0	0	0.14	0.15	0	0	0	0
NBR_0000638801	19.5	18.17	14.51	37.57	49.83	47.31	22.59	20.91	20.04
NBR_0000638901	13.67	14.24	11.47	9.73	9.03	8.41	7.49	7.13	7.24
NBR_0000639001	46.12	46.08	51.36	47.82	54.02	57.91	74.86	71.66	71.21
NBR_0000639101	7.63	5.08	5.03	9.32	9.91	6.29	4.51	5.02	3.92
NBR_0000639201	85.15	51.01	75.33	50.33	54.45	52.99	44.58	56.71	38.48
NBR_0000639301	1.51	0.64	0.46	2.18	1.42	2.31	1.3	0.3	1.08
NBR_0000639401	1033.09	1101.33	734.46	73.21	72.02	73.52	839.06	648.85	701.35
NBR_0000639501	1.02	0.9	1.39	1.03	1.68	1.56	0.62	1.16	1.49
NBR_0000639601	86.01	103.61	103.22	73.95	85.71	87.46	117.72	125.61	133.19
NBR_0000639701	0.16	0	0	0.15	0.44	0.31	0	0	0.15
NBR_0000639801	11.09	10.11	11.47	27.41	23.49	25.13	8.83	10.85	8.65
NBR_0000639901	2.6	2.51	2.51	13.72	16.24	15.02	2.92	2.76	2.73
NBR_0000640001	11.24	9.14	8.94	9.8	11.04	8.54	7.05	8.56	7.57
NBR_0000640101	45.48	50.83	49.12	45.11	49.47	47.77	51.22	55.16	54.64
NBR_0000640201	0	0.21	0	0	0	0	0	0	0
NBR_0000640301	12.89	8.37	7.11	2.73	3.51	2.83	6.11	4.47	6.43
NBR_0000640401	3256.59	3601.34	3471.99	1336.99	1372	1328.47	3176.32	3017.91	2929.64
NBR_0000640501	60.83	66.69	69.74	100.49	87.85	81.45	77.61	76.78	72.32
NBR_0000640601	48.75	52.84	53.87	2.4	2.91	1.84	75.26	76.65	83.4
NBR_0000640701	0.14	0.07	0.32	0	0	0.14	0.07	0.06	0.07
NBR_0000640801	0	0.22	0	0	0.22	0	0	0.21	0
NBR_0000640901	0.49	0.58	1.67	2.37	3.54	2.4	2.35	1.43	2.25
NBR_0000641001	33.06	39.17	39.44	23.39	25.46	31.17	32.17	33.25	35.05
NBR_0000641101	20.82	22.94	17.22	27.62	32.09	34.86	11.09	11.52	10.94
NBR_0000641201	33.41	42.33	36.48	24.03	28.54	25.71	37.68	35.11	29.93
NBR_0000641301	575.32	598.39	563.96	248.12	237.5	242.57	401.73	434.48	485.38
NBR_0000641401	0.2	0.19	0.36	0	0	0	0.19	0.36	0.18
NBR_0000641501	0	0	0	0.34	0	0.18	0	0	0
NBR_0000641601	0	0.05	0.16	0	0.11	0	0.06	0.1	0.16
NBR_0000641701	45.89	52.67	54.6	63.61	63.56	64.72	51.28	57.82	64.81
NBR_0000641801	32.75	27.19	37.15	29.92	32.33	32.12	44.96	50.81	58.37
NBR_0000641901	2.89	1.38	3.59	5.15	5.22	6.09	4.18	5.39	4.56
NBR_0000642001	136.32	134.29	140.68	54.41	52.02	52.98	135.56	161.32	141.5
NBR_0000642101	46.6	46.94	53.68	29.22	28.83	27.94	53.98	54.81	54.48
NBR_0000642201	16.09	18.88	16.87	17.51	17.79	19.91	17.29	17.26	15.26
NBR_0000642301	87.25	84.8	90.52	85.4	76.79	79.3	74.09	93.02	100.6
NBR_0000642401	70.64	87	84.25	7.39	8.08	9.49	96.48	109.94	112.43
NBR_0000642501	0.16	0	0	0.15	0	0	0	0	0
NBR_0000642601	1.14	2.36	1.57	0.7	0.54	0.19	0.92	2.4	2.63
NBR_0000642701	25.28	28.52	27.35	29.66	30.2	36.77	28.58	26.35	25.59
NBR_0000642801	12.98	15.76	14.17	16.08	16.25	16.22	16.62	17.7	15.27
NBR_0000642901	64.61	66.8	66.1	142.87	131.51	128.27	65.57	62.66	69.94
NBR_0000643001	25.44	29.22	28.4	30.6	32.77	32.37	31.19	28.29	26.16
NBR_0000643101	71.19	80.49	77.8	229.06	240.44	231.13	89.23	77.04	79.15
NBR_0000643201	0.83	0.79	1.01	0.26	0.52	0	1.87	1	0
NBR_0000643301	56.35	62.48	63.22	44.7	55.9	52.11	50.72	53.89	50.99
NBR_0000643401	33.04	34.86	29.71	28	30.56	33.15	26.55	29.62	26.36
NBR_0000643501	39.99	43.89	47.06	41.91	40.38	35.85	39.99	40.87	42.05
NBR_0000643601	13.64	14.01	17.69	3.72	3.84	4.49	28.87	23.1	26.7
NBR_0000643701	22.76	24.06	24.02	19.35	15.14	20.56	26.71	27.41	26.83
NBR_0000643801	72.2	83.93	94.01	157.14	147.89	147.96	103.65	98.84	82.61
NBR_0000643901	11.93	11.22	10.13	8.66	7.45	10.61	9.71	11.12	12.02
NBR_0000644001	49.52	59.32	51.2	42.92	43.65	46.68	61.83	60.2	58.85
NBR_0000644101	15.59	15.01	14.18	6.99	7.51	9.11	13.19	14.44	17.35
NBR_0000644201	72.34	71.41	76.95	56.38	56.36	57.58	74.22	78.49	79.64
NBR_0000644301	0.59	0.19	0.72	1.83	0.93	0.78	0.48	0.54	0.64
NBR_0000644401	1.1	1.95	2.16	3.35	3.84	3.56	1.97	2.13	1.74
NBR_0000644501	1014.97	949.97	968.05	125.71	121.23	109.09	941.91	834.33	788.36
NBR_0000644601	0.25	0.58	1.01	1.48	1.5	1.57	0.71	1.11	1.02
NBR_0000644701	12.13	12.31	11.22	27.41	28.87	27.94	9.79	7.5	7.86
NBR_0000644801	0	0.4	0.19	0	0.59	0.41	0.41	0	0.19
NBR_0000644901	0.21	0.07	0	0.72	0.07	0.28	0.07	0.13	0.07
NBR_0000645001	0.12	0.24	0.11	1.03	0.23	0.61	0.36	0.22	0.68
NBR_0000645101	10.13	12.42	12.56	128.33	108.33	122.18	12.81	9.07	8.26
NBR_0000645201	21.28	21.96	21.54	281.48	322.71	311.36	19.37	17.84	14.72
NBR_0000645301	23.34	25.82	24.01	5.53	5.42	4.99	38.63	40.16	37.53
NBR_0000645401	102.37	92.78	104.35	27.46	27.43	29.59	58.51	93.17	84.61
NBR_0000645501	59.29	59.69	51.66	50.24	51.95	57.61	55.9	53.52	60.56
NBR_0000645601	1368.24	1445.21	1618.63	413.35	402.5	371.92	1640.61	1438.33	1491.23
NBR_0000645701	1.04	0.4	0.38	0.58	0.39	0	0.2	0.75	0.38
NBR_0000645801	0.27	0	0.5	1.27	0.51	1.35	0.79	0.74	0.5
NBR_0000645901	6.9	9.86	18.83	1.06	1.19	0.79	35.25	35.41	46.36
NBR_0000646001	40.4	49.73	46.18	20.48	23.97	22.02	41.47	41.33	45.45
NBR_0000646101	875.03	809.75	1042.02	432.65	541.39	535.56	1177.41	1058.52	980.46
NBR_0000646201	0.2	0	0.09	0.27	0.18	0.48	0.1	0.18	0
NBR_0000646301	0.25	0.24	0.23	0.11	0.12	0	0	0.11	0.11
NBR_0000646401	4.13	4	6.27	46.76	44.05	38.05	4.99	3.91	2.96
NBR_0000646501	0.65	1.17	0.93	1.2	0.88	0.71	0.84	0.52	1.33
NBR_0000646601	58.75	58.09	75.52	52.69	52.35	55.03	77.57	98.28	101.73
NBR_0000646701	8.06	9.46	8.95	8.65	6.34	8.07	6.8	11.02	11
NBR_0000646801	253.49	193.7	215.99	188.6	184.8	252.86	218	247.85	350.48
NBR_0000646901	3.04	2.89	3.25	3.02	4.18	3.5	3.34	3.12	3.45
NBR_0000647001	335.74	358.41	368.97	431.08	482.79	549.24	442.56	454.04	441.03
NBR_0000647101	535.51	611.77	590.01	61.09	69.25	65.51	488.57	429.22	357.07
NBR_0000647201	0	0	0.71	0	0	0	1.25	0.94	1.2
NBR_0000647301	0	0.26	0.25	0	0.26	0	1.59	0.74	0.76
NBR_0000647401	120.78	138.12	177.93	138.26	123.61	98.39	731.25	601.09	604.57
NBR_0000647501	13.47	13.54	12.15	11.76	11.04	11.4	7.75	8.92	11.7
NBR_0000647601	9.75	10.68	8.52	9.49	10.83	10.69	9.15	10.41	9.76
NBR_0000647701	21.72	27.17	23.37	25.98	28.72	22.61	21.34	29.14	20.77
NBR_0000647801	9.43	10.34	8.81	16.37	17.35	14.01	11.64	9.1	8.99
NBR_0000647901	60.97	67.78	63.91	53.02	54.48	57.38	69.55	69.48	79.38
NBR_0000648001	49.94	55.95	48.21	78.16	75.45	80.99	46.46	45.97	44.32
NBR_0000648101	38.63	40.03	40.41	94.32	94.52	94.97	36.08	33.56	31.92
NBR_0000648201	20.41	22.84	22.36	50.56	50.63	48.12	21.83	23.84	19.78
NBR_0000648301	9.97	10.19	12.2	1.9	2.33	3.32	10.1	11.62	12.28
NBR_0000648401	19.91	13.98	13.25	5.39	3.99	3.96	14.01	11.84	13.04
NBR_0000648501	2.51	1.55	2.23	3.82	1.91	3.87	2.75	2.02	2.43
NBR_0000648601	11.48	13.69	12.19	3.33	4.18	4.71	9.96	7.98	7.33
NBR_0000648701	46.35	53.49	55.48	39.66	38.16	34.96	49.53	54.46	44.31
NBR_0000648801	39.94	37.65	36.78	37.12	34.71	36.3	36.9	38.67	40.32
NBR_0000648901	3.22	5.39	4.06	0.22	0.51	0.36	2.7	2.35	3.08
NBR_0000649001	0.17	0.25	0.24	0.32	0.4	0.51	0.17	0.78	0.48
NBR_0000649101	13.95	14.29	15.28	21.68	21.65	20.45	11.37	10.07	9.95
NBR_0000649201	8.83	11.21	10.05	14.33	15.44	14.66	9.27	7.42	6.14
NBR_0000649301	0	0.15	0	0.99	0.43	0.6	0	0	0
NBR_0000649401	14.51	14.06	13.96	8.79	6.33	8.12	11.09	12.61	13.35
NBR_0000649501	0	0	0.13	0.13	0	0	0	0.26	0.13
NBR_0000649601	22.06	22.69	23.78	13.84	14.28	14.19	22.44	23.41	14.53
NBR_0000649701	24.02	23.74	18.86	12.89	15.06	15.92	19.52	19.06	12.5
NBR_0000649801	42.57	38.12	31.4	32.9	35	39.48	29.42	34.33	25.88
NBR_0000649901	30.39	34.87	27.32	32.68	37.98	35.79	22.49	28.66	25.77
NBR_0000650001	11.49	7.6	7.1	7.08	7.07	6.56	5.9	5.22	4.23
